"CompoundID","mf","mw","Name","Compound_id","Compound_common_name","Compound_synonyms","Molecular_weight","Smiles","Links","EC","Reaction_equation","Pathway","TERM","LINK","judge"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","SCOPOLETIN","scopoletin","7-hydroxy-6-methoxy-2<i>H</i>-chromen-2-one",192.171,"COC2(/C=C1(\\C=C/C(OC/1=C/C(/O)=2)=O))","REFMET:Scopoletin*METABOLIGHTS:MTBLC17488*HMDB:HMDB34344*CHEMSPIDER:4444113*PUBCHEM:5280460*CHEBI:17488*LIGAND-CPD:C01752*NCI:405647","RXN-14072","(Z)-6'-hydroxyferulate  ->  scopoletin","superpathway of scopolin and esculin biosynthesis","PWY-7186","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7186","T"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","SCOPOLETIN","scopoletin","7-hydroxy-6-methoxy-2<i>H</i>-chromen-2-one",192.171,"COC2(/C=C1(\\C=C/C(OC/1=C/C(/O)=2)=O))","REFMET:Scopoletin*METABOLIGHTS:MTBLC17488*HMDB:HMDB34344*CHEMSPIDER:4444113*PUBCHEM:5280460*CHEBI:17488*LIGAND-CPD:C01752*NCI:405647","EC-2.1.1","S-adenosyl-L-methionine + esculetin  ->  scopoletin + S-adenosyl-L-homocysteine + H+","superpathway of scopolin and esculin biosynthesis","PWY-7186","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7186","T"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","SCOPOLETIN","scopoletin","7-hydroxy-6-methoxy-2<i>H</i>-chromen-2-one",192.171,"COC2(/C=C1(\\C=C/C(OC/1=C/C(/O)=2)=O))","REFMET:Scopoletin*METABOLIGHTS:MTBLC17488*HMDB:HMDB34344*CHEMSPIDER:4444113*PUBCHEM:5280460*CHEBI:17488*LIGAND-CPD:C01752*NCI:405647","RXN-12350","trans-6-hydroxyferuloyl-CoA  ->  scopoletin + coenzyme A","coumarins biosynthesis (engineered)","PWY-7398","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7398","T"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","SCOPOLETIN","scopoletin","7-hydroxy-6-methoxy-2<i>H</i>-chromen-2-one",192.171,"COC2(/C=C1(\\C=C/C(OC/1=C/C(/O)=2)=O))","REFMET:Scopoletin*METABOLIGHTS:MTBLC17488*HMDB:HMDB34344*CHEMSPIDER:4444113*PUBCHEM:5280460*CHEBI:17488*LIGAND-CPD:C01752*NCI:405647","RXN-12350","trans-6-hydroxyferuloyl-CoA  ->  scopoletin + coenzyme A","scopoletin biosynthesis","PWY-6792","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6792","T"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","SCOPOLETIN","scopoletin","7-hydroxy-6-methoxy-2<i>H</i>-chromen-2-one",192.171,"COC2(/C=C1(\\C=C/C(OC/1=C/C(/O)=2)=O))","REFMET:Scopoletin*METABOLIGHTS:MTBLC17488*HMDB:HMDB34344*CHEMSPIDER:4444113*PUBCHEM:5280460*CHEBI:17488*LIGAND-CPD:C01752*NCI:405647","RXN-9263","S-adenosyl-L-methionine + esculetin  ->  a demethylated methyl donor + scopoletin + S-adenosyl-L-homocysteine","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","SCOPOLETIN","scopoletin","7-hydroxy-6-methoxy-2<i>H</i>-chromen-2-one",192.171,"COC2(/C=C1(\\C=C/C(OC/1=C/C(/O)=2)=O))","REFMET:Scopoletin*METABOLIGHTS:MTBLC17488*HMDB:HMDB34344*CHEMSPIDER:4444113*PUBCHEM:5280460*CHEBI:17488*LIGAND-CPD:C01752*NCI:405647","RXN-9270","2-hydroxyferulate  ->  scopoletin","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","CPD-9831","isoscopoletin","7-methoxyesculetin*7-methyl esculetin*6-hydroxy-7-methoxycoumarin",192.171,"C1(\\C=C/C2(/C(/O1)=C\\C(\\OC)=C(\\C=2)\\O))(=O)","","RXN-9271","isoscopoletin  ->  a demethylated methyl donor + scoparone","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","CPD-9831","isoscopoletin","7-methoxyesculetin*7-methyl esculetin*6-hydroxy-7-methoxycoumarin",192.171,"C1(\\C=C/C2(/C(/O1)=C\\C(\\OC)=C(\\C=2)\\O))(=O)","","RXN-9274","isoscopoletin  ->  ayapin","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","CPD-9831","isoscopoletin","7-methoxyesculetin*7-methyl esculetin*6-hydroxy-7-methoxycoumarin",192.171,"C1(\\C=C/C2(/C(/O1)=C\\C(\\OC)=C(\\C=2)\\O))(=O)","","RXN-9265","herniarin  ->  isoscopoletin","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","CPD-9831","isoscopoletin","7-methoxyesculetin*7-methyl esculetin*6-hydroxy-7-methoxycoumarin",192.171,"C1(\\C=C/C2(/C(/O1)=C\\C(\\OC)=C(\\C=2)\\O))(=O)","","RXN-9289","esculetin  ->  a demethylated methyl donor + isoscopoletin","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0598","C9H6O4",178.02583,"6,7-Dihydroxycoumarin","CPD-8097","esculetin","6, 7-dihydroxycoumarin*6,7-dihydroxycoumarin*6,7-dihydroxy-2-chromenone*cichorigenin*6,7-dihydroxy-1-benzopyran-2-one",178.144,"C1(\\C2(/C=C(C(/O)=C\\C(OC(=O)\\C=1)=2)/O))","METABOLIGHTS:MTBLC490095*HMDB:HMDB30819*CHEMSPIDER:4444764*CHEBI:490095*|Wikipedia|:Aesculetin*PUBCHEM:5281416*LIGAND-CPD:C09263","RXN-9289","esculetin  ->  a demethylated methyl donor + isoscopoletin","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0598","C9H6O4",178.02583,"6,7-Dihydroxycoumarin","CPD-8097","esculetin","6, 7-dihydroxycoumarin*6,7-dihydroxycoumarin*6,7-dihydroxy-2-chromenone*cichorigenin*6,7-dihydroxy-1-benzopyran-2-one",178.144,"C1(\\C2(/C=C(C(/O)=C\\C(OC(=O)\\C=1)=2)/O))","METABOLIGHTS:MTBLC490095*HMDB:HMDB30819*CHEMSPIDER:4444764*CHEBI:490095*|Wikipedia|:Aesculetin*PUBCHEM:5281416*LIGAND-CPD:C09263","RXN-9263","S-adenosyl-L-methionine + esculetin  ->  a demethylated methyl donor + scopoletin + S-adenosyl-L-homocysteine","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0598","C9H6O4",178.02583,"6,7-Dihydroxycoumarin","CPD-8097","esculetin","6, 7-dihydroxycoumarin*6,7-dihydroxycoumarin*6,7-dihydroxy-2-chromenone*cichorigenin*6,7-dihydroxy-1-benzopyran-2-one",178.144,"C1(\\C2(/C=C(C(/O)=C\\C(OC(=O)\\C=1)=2)/O))","METABOLIGHTS:MTBLC490095*HMDB:HMDB30819*CHEMSPIDER:4444764*CHEBI:490095*|Wikipedia|:Aesculetin*PUBCHEM:5281416*LIGAND-CPD:C09263","EC-2.1.1","S-adenosyl-L-methionine + esculetin  ->  scopoletin + S-adenosyl-L-homocysteine + H+","superpathway of scopolin and esculin biosynthesis","PWY-7186","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7186","T"
"Compound_0598","C9H6O4",178.02583,"6,7-Dihydroxycoumarin","CPD-8097","esculetin","6, 7-dihydroxycoumarin*6,7-dihydroxycoumarin*6,7-dihydroxy-2-chromenone*cichorigenin*6,7-dihydroxy-1-benzopyran-2-one",178.144,"C1(\\C2(/C=C(C(/O)=C\\C(OC(=O)\\C=1)=2)/O))","METABOLIGHTS:MTBLC490095*HMDB:HMDB30819*CHEMSPIDER:4444764*CHEBI:490095*|Wikipedia|:Aesculetin*PUBCHEM:5281416*LIGAND-CPD:C09263","RXN-16763","2,4,6-trihydroxycinnamoyl-CoA  ->  esculetin + coenzyme A","esculetin biosynthesis","PWY-5349","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5349","T"
"Compound_0598","C9H6O4",178.02583,"6,7-Dihydroxycoumarin","CPD-8097","esculetin","6, 7-dihydroxycoumarin*6,7-dihydroxycoumarin*6,7-dihydroxy-2-chromenone*cichorigenin*6,7-dihydroxy-1-benzopyran-2-one",178.144,"C1(\\C2(/C=C(C(/O)=C\\C(OC(=O)\\C=1)=2)/O))","METABOLIGHTS:MTBLC490095*HMDB:HMDB30819*CHEMSPIDER:4444764*CHEBI:490095*|Wikipedia|:Aesculetin*PUBCHEM:5281416*LIGAND-CPD:C09263","RXN-16763","2,4,6-trihydroxycinnamoyl-CoA  ->  esculetin + coenzyme A","coumarins biosynthesis (engineered)","PWY-7398","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7398","T"
"Compound_0598","C9H6O4",178.02583,"6,7-Dihydroxycoumarin","CPD-8097","esculetin","6, 7-dihydroxycoumarin*6,7-dihydroxycoumarin*6,7-dihydroxy-2-chromenone*cichorigenin*6,7-dihydroxy-1-benzopyran-2-one",178.144,"C1(\\C2(/C=C(C(/O)=C\\C(OC(=O)\\C=1)=2)/O))","METABOLIGHTS:MTBLC490095*HMDB:HMDB30819*CHEMSPIDER:4444764*CHEBI:490095*|Wikipedia|:Aesculetin*PUBCHEM:5281416*LIGAND-CPD:C09263","EC-2.4.1","esculin + H2O  <-->  esculetin + D-glucopyranose","superpathway of scopolin and esculin biosynthesis","PWY-7186","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7186","T"
"Compound_0598","C9H6O4",178.02583,"6,7-Dihydroxycoumarin","CPD-8097","esculetin","6, 7-dihydroxycoumarin*6,7-dihydroxycoumarin*6,7-dihydroxy-2-chromenone*cichorigenin*6,7-dihydroxy-1-benzopyran-2-one",178.144,"C1(\\C2(/C=C(C(/O)=C\\C(OC(=O)\\C=1)=2)/O))","METABOLIGHTS:MTBLC490095*HMDB:HMDB30819*CHEMSPIDER:4444764*CHEBI:490095*|Wikipedia|:Aesculetin*PUBCHEM:5281416*LIGAND-CPD:C09263","RXN-14165","umbelliferone  ->  esculetin","superpathway of scopolin and esculin biosynthesis","PWY-7186","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7186","T"
"Compound_0598","C9H6O4",178.02583,"6,7-Dihydroxycoumarin","CPD-8097","esculetin","6, 7-dihydroxycoumarin*6,7-dihydroxycoumarin*6,7-dihydroxy-2-chromenone*cichorigenin*6,7-dihydroxy-1-benzopyran-2-one",178.144,"C1(\\C2(/C=C(C(/O)=C\\C(OC(=O)\\C=1)=2)/O))","METABOLIGHTS:MTBLC490095*HMDB:HMDB30819*CHEMSPIDER:4444764*CHEBI:490095*|Wikipedia|:Aesculetin*PUBCHEM:5281416*LIGAND-CPD:C09263","RXN-9262","umbelliferone  ->  esculetin","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0598","C9H6O4",178.02583,"6,7-Dihydroxycoumarin","CPD-8097","esculetin","6, 7-dihydroxycoumarin*6,7-dihydroxycoumarin*6,7-dihydroxy-2-chromenone*cichorigenin*6,7-dihydroxy-1-benzopyran-2-one",178.144,"C1(\\C2(/C=C(C(/O)=C\\C(OC(=O)\\C=1)=2)/O))","METABOLIGHTS:MTBLC490095*HMDB:HMDB30819*CHEMSPIDER:4444764*CHEBI:490095*|Wikipedia|:Aesculetin*PUBCHEM:5281416*LIGAND-CPD:C09263","RXN-9268","2-hydroxycaffeate  ->  esculetin","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0651","C5H5N5",135.05378,"Adenine","ADENINE","adenine","6-aminopurine*A",135.128,"C2(N)(\\N=C/N=C1(C(/N=C\\N1)=2))","REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*BIGG:34039*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5","EC-3.2.2.7","adenosine + H2O  ->  D-ribofuranose + adenine","adenine and adenosine salvage II","PWY-6605","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6605","T"
"Compound_0651","C5H5N5",135.05378,"Adenine","ADENINE","adenine","6-aminopurine*A",135.128,"C2(N)(\\N=C/N=C1(C(/N=C\\N1)=2))","REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*BIGG:34039*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5","EC-3.2.2.16","S-methyl-5'-thioadenosine + H2O  ->  5-(methylsulfanyl)-alpha-D-ribose + adenine","S-methyl-5'-thioadenosine degradation I","PWY-6754","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6754","T"
"Compound_0651","C5H5N5",135.05378,"Adenine","ADENINE","adenine","6-aminopurine*A",135.128,"C2(N)(\\N=C/N=C1(C(/N=C\\N1)=2))","REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*BIGG:34039*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5","EC-1.5.99","N6-dimethylallyladenine + FAD + H2O + H+  ->  3-methyl-2-butenal + adenine + FADH2","cytokinins degradation","PWY-2841","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2841","T"
"Compound_0651","C5H5N5",135.05378,"Adenine","ADENINE","adenine","6-aminopurine*A",135.128,"C2(N)(\\N=C/N=C1(C(/N=C\\N1)=2))","REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*BIGG:34039*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5","EC-1.5.99","trans-zeatin + FAD + H2O + H+  ->  adenine + 3-methyl-4-trans-hydroxy-2-butenal + FADH2","cytokinins degradation","PWY-2841","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2841","T"
"Compound_0651","C5H5N5",135.05378,"Adenine","ADENINE","adenine","6-aminopurine*A",135.128,"C2(N)(\\N=C/N=C1(C(/N=C\\N1)=2))","REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*BIGG:34039*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5","EC-1.5.99","cis-zeatin + FAD + H2O + H+  ->  3-methyl-4-cis-hydroxy-2-butenal + adenine + FADH2","cytokinins degradation","PWY-2841","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2841","T"
"Compound_0651","C5H5N5",135.05378,"Adenine","ADENINE","adenine","6-aminopurine*A",135.128,"C2(N)(\\N=C/N=C1(C(/N=C\\N1)=2))","REFMET:Adenine*BIGG:ade*METABOLIGHTS:MTBLC16708*HMDB:HMDB00034*DRUGBANK:DB00173*BIGG:34039*CHEMSPIDER:185*CHEBI:16708*PUBCHEM:190*LIGAND-CPD:C00147*CAS:73-24-5","EC-2.4.2.7","5-phospho-alpha-D-ribose 1-diphosphate + adenine  ->  AMP + diphosphate","adenine and adenosine salvage II","PWY-6605","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6605","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-7608","24-hydroxy-beta-amyrin","olean-12-ene-3&beta;,24-diol",442.724,"C[C@@]4(CC5(C2(\\[C@]([C@@]1(CCC3([C@]([C@H](CC[C@](C1C\\C=2)3C)O)(CO)C))C)(CC[C@@](CC4)5C)C)))C","CHEBI:62459*PUBCHEM:25203753","EC-1.14.14","24-hydroxy-beta-amyrin + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  soyasapogenol B + an oxidized [NADPH-hemoprotein reductase] + H2O","soybean saponin I biosynthesis","PWY-5203","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5203","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-7608","24-hydroxy-beta-amyrin","olean-12-ene-3&beta;,24-diol",442.724,"C[C@@]4(CC5(C2(\\[C@]([C@@]1(CCC3([C@]([C@H](CC[C@](C1C\\C=2)3C)O)(CO)C))C)(CC[C@@](CC4)5C)C)))C","CHEBI:62459*PUBCHEM:25203753","EC-1.14.14.134","beta-amyrin + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  24-hydroxy-beta-amyrin + an oxidized [NADPH-hemoprotein reductase] + H2O","soybean saponin I biosynthesis","PWY-5203","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5203","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-21325","23-hydroxymarneral","",442.724,"CC(C)=CCCC(\\C)=C/CCC(\\C)=C/CC[C@]1(C)([C@H](C)CCC(\\[C@@H](CCC=O)1)=C(C)\\CO)","PUBCHEM:134819976","EC-1.14.14","marneral + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  23-hydroxymarneral + an oxidized [NADPH-hemoprotein reductase] + H2O","marneral biosynthesis","PWY-6005","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6005","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-21322","7beta-hydroxythalianol","",442.724,"CC(C)=CCCC(\\C)=C/CC[C@@H](C)[C@@]1(C)(CCC2(\\[C@]3(C)([C@@H](C[C@H](O)C\\1=2)C(C)(C)[C@@H](O)CC3)))","PUBCHEM:134820132","EC-1.14.19","7beta-hydroxythalianol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  desaturated 7beta-hydroxythalianol + an oxidized [NADPH-hemoprotein reductase] + 2 H2O","thalianol and derivatives biosynthesis","PWY-5992","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5992","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-21322","7beta-hydroxythalianol","",442.724,"CC(C)=CCCC(\\C)=C/CC[C@@H](C)[C@@]1(C)(CCC2(\\[C@]3(C)([C@@H](C[C@H](O)C\\1=2)C(C)(C)[C@@H](O)CC3)))","PUBCHEM:134820132","EC-1.14.14","thalianol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  7beta-hydroxythalianol + an oxidized [NADPH-hemoprotein reductase] + H2O","thalianol and derivatives biosynthesis","PWY-5992","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5992","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-14491","betulin","betulinol*betuline*betulol*trochol",442.724,"C=C(C)[C@@H]5(CC[C@]4(CO)(CC[C@]3(C)([C@H](CC[C@@H]2([C@@]1([C@H](C(C)(C)[C@H](CC1)O)CC[C@](C)23)(C)))[C@@H]45)))","METABOLIGHTS:MTBLC3086*HMDB:HMDB36838*CHEBI:3086*LIGAND-CPD:C08618*PUBCHEM:72326","RXN-13498","betulin + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  betulinic aldehyde + an oxidized [NADPH-hemoprotein reductase] + 2 H2O","betulinate biosynthesis","PWY-7067","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7067","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-14491","betulin","betulinol*betuline*betulol*trochol",442.724,"C=C(C)[C@@H]5(CC[C@]4(CO)(CC[C@]3(C)([C@H](CC[C@@H]2([C@@]1([C@H](C(C)(C)[C@H](CC1)O)CC[C@](C)23)(C)))[C@@H]45)))","METABOLIGHTS:MTBLC3086*HMDB:HMDB36838*CHEBI:3086*LIGAND-CPD:C08618*PUBCHEM:72326","RXN-13497","lupeol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  betulin + an oxidized [NADPH-hemoprotein reductase] + H2O","betulinate biosynthesis","PWY-7067","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7067","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-12916","4alpha-hydroxymethyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol","(3&beta;,4&alpha;)-9,19-cyclolanost-24-ene-3,28-diol*30-hydroxycycloartenol*9,19-cyclolanost-24-ene-3,28-diol, (3&beta;,4&alpha;)-",442.724,"CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@@](CO)(C)[C@@H](O)CCC2(CC12CC[C@](C)34)5))))","PUBCHEM:102515483*PUBCHEM:50986258","RXN-11947","4alpha-hydroxymethyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol + 2 a ferrocytochrome b5 + oxygen + 2 H+  ->  4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol + 2 a ferricytochrome b5 + 2 H2O","plant sterol biosynthesis II","PWY-6663","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6663","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-12916","4alpha-hydroxymethyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol","(3&beta;,4&alpha;)-9,19-cyclolanost-24-ene-3,28-diol*30-hydroxycycloartenol*9,19-cyclolanost-24-ene-3,28-diol, (3&beta;,4&alpha;)-",442.724,"CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@@](CO)(C)[C@@H](O)CCC2(CC12CC[C@](C)34)5))))","PUBCHEM:102515483*PUBCHEM:50986258","RXN-11946","cycloartenol + 2 a ferrocytochrome b5 + oxygen + 2 H+  ->  4alpha-hydroxymethyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol + 2 a ferricytochrome b5 + H2O","plant sterol biosynthesis II","PWY-6663","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6663","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-12911","4alpha-hydroxymethyl-stigmasta-7,24(241)-dien-3beta-ol","",442.724,"C\\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)[C@@H](CO)[C@H](CC=1)2))CC[C@](C)34))))/C(C)C","PUBCHEM:102515003*PUBCHEM:50986085","RXN-11936","4alpha-hydroxymethyl-stigmasta-7,24(241)-dien-3beta-ol + 2 a ferrocytochrome b5 + oxygen + 2 H+  ->  4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol + 2 a ferricytochrome b5 + 2 H2O","phytosterol biosynthesis (plants)","PWY-2541","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-12911","4alpha-hydroxymethyl-stigmasta-7,24(241)-dien-3beta-ol","",442.724,"C\\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)[C@@H](CO)[C@H](CC=1)2))CC[C@](C)34))))/C(C)C","PUBCHEM:102515003*PUBCHEM:50986085","RXN-11935","24-ethylidenelophenol + 2 a ferrocytochrome b5 + oxygen + 2 H+  ->  4alpha-hydroxymethyl-stigmasta-7,24(241)-dien-3beta-ol + 2 a ferricytochrome b5 + H2O","phytosterol biosynthesis (plants)","PWY-2541","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-14494","uvaol","urs-12-ene-3,28-diol*urs-12-ene-3&beta;,28-diol",442.724,"C[C@H]5([C@H](C)[C@@H]2([C@@](CO)(CC[C@@]3(C)([C@]1(C)(CC[C@H]4([C@](C)(C)[C@@H](O)CC[C@](C)([C@H]1C\\C=C2/3)4))))CC5))","METABOLIGHTS:MTBLC67894*HMDB:HMDB02391*CHEBI:67894*PUBCHEM:92802","RXN-13501","uvaol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  ursolic aldehyde + an oxidized [NADPH-hemoprotein reductase] + 2 H2O","ursolate biosynthesis","PWY-7068","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7068","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-14494","uvaol","urs-12-ene-3,28-diol*urs-12-ene-3&beta;,28-diol",442.724,"C[C@H]5([C@H](C)[C@@H]2([C@@](CO)(CC[C@@]3(C)([C@]1(C)(CC[C@H]4([C@](C)(C)[C@@H](O)CC[C@](C)([C@H]1C\\C=C2/3)4))))CC5))","METABOLIGHTS:MTBLC67894*HMDB:HMDB02391*CHEBI:67894*PUBCHEM:92802","RXN-13500","alpha-amyrin + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  uvaol + an oxidized [NADPH-hemoprotein reductase] + H2O","ursolate biosynthesis","PWY-7068","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7068","T"
"Compound_0749","C30H50O2",442.37913,"betulin","CPD-7609","sophoradiol","",442.724,"C[C@@]4(CC5(C2(\\[C@]([C@@]1(CCC3([C@]([C@H](CC[C@](C1C\\C=2)3C)O)(C)C))C)(CC[C@@]([C@@H](C4)O)5C)C)))C","CHEBI:62458*CHEMSPIDER:110562*PUBCHEM:124061","EC-1.14.14.134","sophoradiol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  soyasapogenol B + an oxidized [NADPH-hemoprotein reductase] + H2O","soybean saponin I biosynthesis","PWY-5203","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5203","T"
